structure,HADDOCK-score,correlation
5GRS_1.pdb,-2944.588,0.7843
5GRS_10.pdb,-2800.196,0.7853
5GRS_11.pdb,-3033.15,0.7874
5GRS_12.pdb,-2876.859,0.7836
5GRS_13.pdb,-2930.326,0.7851
5GRS_14.pdb,-2726.513,0.7846
5GRS_15.pdb,-2758.769,0.7842
5GRS_16.pdb,-2820.642,0.7851
5GRS_17.pdb,-2656.059,0.7857
5GRS_18.pdb,-2788.071,0.7859
5GRS_19.pdb,-2882.167,0.7864
5GRS_2.pdb,-2958.918,0.7828
5GRS_20.pdb,-2826.007,0.7838
5GRS_21.pdb,-2713.414,0.7859
5GRS_22.pdb,-2877.538,0.7832
5GRS_23.pdb,-2770.503,0.7816
5GRS_24.pdb,-2937.335,0.7836
5GRS_25.pdb,-2823.567,0.7827
5GRS_26.pdb,-2891.512,0.7851
5GRS_27.pdb,-2879.577,0.7854
5GRS_28.pdb,-2942.928,0.7878
5GRS_29.pdb,-2510.615,0.782
5GRS_3.pdb,-2784.549,0.7878
5GRS_30.pdb,-2735.082,0.7832
5GRS_31.pdb,-3092.232,0.7855
5GRS_32.pdb,-2793.44,0.7863
5GRS_33.pdb,-2788.81,0.771
5GRS_34.pdb,-2739.397,0.7811
5GRS_35.pdb,-2812.899,0.7795
5GRS_36.pdb,-2987.865,0.7834
5GRS_37.pdb,-2700.991,0.7838
5GRS_38.pdb,-2921.896,0.7833
5GRS_39.pdb,-2838.197,0.7822
5GRS_4.pdb,-2709.675,0.7857
5GRS_40.pdb,-3025.857,0.7837
5GRS_41.pdb,-2935.533,0.7834
5GRS_42.pdb,-2717.732,0.7854
5GRS_43.pdb,-2929.006,0.7824
5GRS_44.pdb,-2881.59,0.7832
5GRS_45.pdb,-2982.948,0.7861
5GRS_46.pdb,-2983.079,0.7855
5GRS_47.pdb,-2947.654,0.7865
5GRS_48.pdb,-3098.501,0.7835
5GRS_49.pdb,-2787.252,0.787
5GRS_5.pdb,-2980.938,0.7856
5GRS_50.pdb,-3016.858,0.7875
5GRS_6.pdb,-2907.353,0.7838
5GRS_7.pdb,-2792.066,0.7839
5GRS_8.pdb,-3036.49,0.7859
5GRS_9.pdb,-2781.563,0.7865
