structure,HADDOCK-score,atomic-clashes
5GRS_1.pdb,-2944.588,6
5GRS_10.pdb,-2800.196,1
5GRS_11.pdb,-3033.15,3
5GRS_12.pdb,-2876.859,4
5GRS_13.pdb,-2930.326,4
5GRS_14.pdb,-2726.513,1
5GRS_15.pdb,-2758.769,1
5GRS_16.pdb,-2820.642,1
5GRS_17.pdb,-2656.059,1
5GRS_18.pdb,-2788.071,2
5GRS_19.pdb,-2882.167,2
5GRS_2.pdb,-2958.918,1
5GRS_20.pdb,-2826.007,2
5GRS_21.pdb,-2713.414,4
5GRS_22.pdb,-2877.538,2
5GRS_23.pdb,-2770.503,3
5GRS_24.pdb,-2937.335,1
5GRS_25.pdb,-2823.567,2
5GRS_26.pdb,-2891.512,0
5GRS_27.pdb,-2879.577,3
5GRS_28.pdb,-2942.928,1
5GRS_29.pdb,-2510.615,1
5GRS_3.pdb,-2784.549,1
5GRS_30.pdb,-2735.082,1
5GRS_31.pdb,-3092.232,5
5GRS_32.pdb,-2793.44,1
5GRS_33.pdb,-2788.81,1
5GRS_34.pdb,-2739.397,0
5GRS_35.pdb,-2812.899,3
5GRS_36.pdb,-2987.865,2
5GRS_37.pdb,-2700.991,1
5GRS_38.pdb,-2921.896,2
5GRS_39.pdb,-2838.197,2
5GRS_4.pdb,-2709.675,0
5GRS_40.pdb,-3025.857,4
5GRS_41.pdb,-2935.533,2
5GRS_42.pdb,-2717.732,3
5GRS_43.pdb,-2929.006,2
5GRS_44.pdb,-2881.59,2
5GRS_45.pdb,-2982.948,1
5GRS_46.pdb,-2983.079,3
5GRS_47.pdb,-2947.654,2
5GRS_48.pdb,-3098.501,3
5GRS_49.pdb,-2787.252,0
5GRS_5.pdb,-2980.938,2
5GRS_50.pdb,-3016.858,4
5GRS_6.pdb,-2907.353,1
5GRS_7.pdb,-2792.066,1
5GRS_8.pdb,-3036.49,2
5GRS_9.pdb,-2781.563,3
