structure,HADDOCK-score,correlation,atomic-clashes
5HNY_10w.pdb,-360.98884,0.9337,2
5HNY_11w.pdb,-371.36469,0.9335,0
5HNY_12w.pdb,-382.68457,0.9348,2
5HNY_13w.pdb,-414.05846,0.9332,2
5HNY_14w.pdb,-407.69798,0.9346,0
5HNY_15w.pdb,-378.74601,0.9331,0
5HNY_16w.pdb,-312.19958,0.9391,1
5HNY_17w.pdb,-405.6873,0.9335,0
5HNY_18w.pdb,-305.47568,0.9394,1
5HNY_19w.pdb,-312.43657,0.9391,1
5HNY_1w.pdb,-410.33931,0.9332,0
5HNY_20w.pdb,-380.84991,0.9319,1
5HNY_21w.pdb,-343.91655,0.9332,0
5HNY_22w.pdb,-406.37454,0.9331,0
5HNY_23w.pdb,-383.00217,0.9333,0
5HNY_24w.pdb,-373.92026,0.9321,0
5HNY_25w.pdb,-359.9321,0.9331,0
5HNY_26w.pdb,-427.3685,0.9338,0
5HNY_27w.pdb,-387.16848,0.9335,0
5HNY_28w.pdb,-381.93776,0.9333,1
5HNY_29w.pdb,-312.9604,0.9391,1
5HNY_2w.pdb,-329.18812,0.9321,1
5HNY_30w.pdb,-344.90289,0.9323,0
5HNY_31w.pdb,-400.21267,0.933,2
5HNY_32w.pdb,-342.82906,0.9341,0
5HNY_33w.pdb,-414.377854,0.9346,1
5HNY_34w.pdb,-327.18862,0.9323,0
5HNY_35w.pdb,-408.105114,0.9338,2
5HNY_36w.pdb,-390.8441,0.9326,0
5HNY_37w.pdb,-370.49603,0.9319,0
5HNY_38w.pdb,-391.85261,0.9333,0
5HNY_39w.pdb,-420.62611,0.9336,0
5HNY_3w.pdb,-385.40781,0.9338,1
5HNY_40w.pdb,-399.03041,0.9334,1
5HNY_41w.pdb,-379.274321,0.9344,1
5HNY_42w.pdb,-374.62119,0.9335,0
5HNY_43w.pdb,-373.77481,0.9342,0
5HNY_44w.pdb,-389.93885,0.9343,0
5HNY_45w.pdb,-413.93928,0.9326,1
5HNY_46w.pdb,-371.13653,0.9329,2
5HNY_47w.pdb,-369.13455,0.9332,1
5HNY_48w.pdb,-390.28473,0.9331,0
5HNY_49w.pdb,-389.55226,0.9303,1
5HNY_4w.pdb,-312.23685,0.939,1
5HNY_50w.pdb,-313.44415,0.9391,1
5HNY_5w.pdb,-313.97924,0.9391,1
5HNY_6w.pdb,-312.01566,0.9391,1
5HNY_7w.pdb,-367.12672,0.9303,1
5HNY_8w.pdb,-405.04744,0.9335,0
5HNY_9w.pdb,-442.67282,0.9332,0
