structure,HADDOCK-score,correlation,atomic-clashes
6R7I_10w.pdb,-1234.3698,0.8785,18
6R7I_11w.pdb,-1154.1234,0.8794,17
6R7I_12w.pdb,-1190.734,0.8769,19
6R7I_13w.pdb,-1209.2607,0.8755,19
6R7I_14w.pdb,-1150.4771,0.8798,18
6R7I_15w.pdb,-1158.0902,0.8765,19
6R7I_16w.pdb,-1205.0756,0.8803,18
6R7I_17w.pdb,-1172.488,0.8778,18
6R7I_18w.pdb,-1256.2557,0.8751,18
6R7I_19w.pdb,-1221.533,0.8774,18
6R7I_1w.pdb,-1213.834,0.8778,18
6R7I_20w.pdb,-1253.9568,0.8793,19
6R7I_21w.pdb,-1275.6195,0.8792,19
6R7I_22w.pdb,-1142.646,0.8808,18
6R7I_23w.pdb,-1219.1252,0.8813,20
6R7I_24w.pdb,-1135.167,0.8781,19
6R7I_25w.pdb,-1316.3796,0.879,17
6R7I_26w.pdb,-1106.9953,0.8752,17
6R7I_27w.pdb,-1162.5831,0.8802,18
6R7I_28w.pdb,-1175.2556,0.8794,16
6R7I_29w.pdb,-2772.8046,0.8772,1
6R7I_2w.pdb,-1199.4755,0.8818,19
6R7I_30w.pdb,-1157.6476,0.8807,18
6R7I_31w.pdb,-1252.0514,0.8788,17
6R7I_32w.pdb,-1167.7782,0.8794,18
6R7I_33w.pdb,-1187.6504,0.8776,18
6R7I_34w.pdb,-1170.676,0.8795,20
6R7I_35w.pdb,-1130.74,0.8753,18
6R7I_36w.pdb,-1303.463,0.8785,18
6R7I_37w.pdb,-1123.785,0.8759,17
6R7I_38w.pdb,-1219.4088,0.8794,18
6R7I_39w.pdb,-1157.7253,0.8764,18
6R7I_3w.pdb,-1163.3223,0.8807,18
6R7I_40w.pdb,-1220.9636,0.8792,18
6R7I_41w.pdb,-1228.4645,0.8787,17
6R7I_42w.pdb,-1185.3572,0.8781,17
6R7I_43w.pdb,-1255.8307,0.8784,17
6R7I_44w.pdb,-1148.2394,0.878,17
6R7I_45w.pdb,-1200.4573,0.8757,19
6R7I_46w.pdb,-1130.4605,0.8811,19
6R7I_47w.pdb,-1230.0331,0.8805,19
6R7I_48w.pdb,-1201.6452,0.879,17
6R7I_49w.pdb,-1188.8506,0.8807,18
6R7I_4w.pdb,-1332.5172,0.8783,19
6R7I_50w.pdb,-1176.5323,0.8766,17
6R7I_5w.pdb,-1142.0757,0.8782,16
6R7I_6w.pdb,-1200.0447,0.8778,18
6R7I_7w.pdb,-1189.3642,0.8781,18
6R7I_8w.pdb,-2820.1601,0.881,0
6R7I_9w.pdb,-1167.0316,0.8797,19
