structure,HADDOCK-score,correlation
6UBY_1.pdb,-2508.3934,0.953
6UBY_10.pdb,-2028.4815,0.9512
6UBY_11.pdb,-2167.1598,0.9521
6UBY_12.pdb,-2355.32268,0.9547
6UBY_13.pdb,-2313.4806,0.9535
6UBY_14.pdb,-2256.7368,0.9521
6UBY_15.pdb,-2218.4406,0.9547
6UBY_16.pdb,-2147.5166,0.9525
6UBY_17.pdb,-2321.0978,0.9545
6UBY_18.pdb,-2528.55615,0.9543
6UBY_19.pdb,-2209.5076,0.9544
6UBY_2.pdb,-2250.8553,0.954
6UBY_20.pdb,-2364.30951,0.9541
6UBY_21.pdb,-2152.0471,0.9522
6UBY_22.pdb,-2217.4205,0.9535
6UBY_23.pdb,-2649.6498,0.9552
6UBY_24.pdb,-2613.2202,0.9546
6UBY_25.pdb,-2297.9248,0.9532
6UBY_26.pdb,-2277.5578,0.9544
6UBY_27.pdb,-2241.43656,0.9555
6UBY_28.pdb,-2155.5462,0.947
6UBY_29.pdb,-2203.4647,0.9541
6UBY_3.pdb,-2186.7055,0.954
6UBY_30.pdb,-2537.5313,0.9561
6UBY_31.pdb,-2511.5225,0.9537
6UBY_32.pdb,-2284.737,0.9543
6UBY_33.pdb,-2423.952,0.9531
6UBY_34.pdb,-2402.9959,0.9554
6UBY_35.pdb,-2390.6562,0.9537
6UBY_36.pdb,-2521.9768,0.9523
6UBY_37.pdb,-2344.4038,0.9538
6UBY_38.pdb,-2337.5547,0.9522
6UBY_39.pdb,-2232.3063,0.9523
6UBY_4.pdb,-2154.3636,0.9526
6UBY_40.pdb,-2328.7643,0.9519
6UBY_41.pdb,-2248.8205,0.9505
6UBY_42.pdb,-2410.825,0.9551
6UBY_43.pdb,-2384.4302,0.9536
6UBY_44.pdb,-2032.0999,0.9511
6UBY_45.pdb,-2176.446,0.9534
6UBY_46.pdb,-2414.5568,0.9543
6UBY_47.pdb,-2236.564,0.9521
6UBY_48.pdb,-2469.39102,0.9544
6UBY_49.pdb,-2246.57311,0.9534
6UBY_5.pdb,-2142.6869,0.9521
6UBY_50.pdb,-2469.6142,0.9535
6UBY_6.pdb,-2232.0634,0.9515
6UBY_7.pdb,-2160.1072,0.9522
6UBY_8.pdb,-2346.6493,0.9544
6UBY_9.pdb,-2267.3761,0.9527
