structure,HADDOCK-score,correlation,atomic-clashes
6N8Z_10w.pdb,-2407.17039,0.9291,0
6N8Z_11w.pdb,-2277.19346,0.9295,0
6N8Z_12w.pdb,-2155.00331,0.9282,1
6N8Z_13w.pdb,-2210.38293,0.9306,2
6N8Z_14w.pdb,-2121.81465,0.9273,0
6N8Z_15w.pdb,-2090.93978,0.9309,0
6N8Z_16w.pdb,-2251.54852,0.9294,1
6N8Z_17w.pdb,-2363.49576,0.9276,0
6N8Z_18w.pdb,-2159.79879,0.9304,0
6N8Z_19w.pdb,-2392.55112,0.9303,0
6N8Z_1w.pdb,-2385.49977,0.9282,1
6N8Z_20w.pdb,-2291.29241,0.9288,1
6N8Z_21w.pdb,-2143.6441,0.9281,3
6N8Z_22w.pdb,-2300.63721,0.93,2
6N8Z_23w.pdb,-2215.8302,0.9282,1
6N8Z_24w.pdb,-2217.4242,0.9289,1
6N8Z_25w.pdb,-2286.53277,0.9288,1
6N8Z_26w.pdb,-2209.01391,0.9294,0
6N8Z_27w.pdb,-2183.38563,0.9295,2
6N8Z_28w.pdb,-2249.2439,0.9281,0
6N8Z_29w.pdb,-2288.63919,0.9301,0
6N8Z_2w.pdb,-2235.43719,0.928,1
6N8Z_30w.pdb,-2241.53066,0.9303,2
6N8Z_31w.pdb,-2271.43103,0.9296,4
6N8Z_32w.pdb,-2174.86409,0.9283,0
6N8Z_33w.pdb,-2268.30438,0.9308,1
6N8Z_34w.pdb,-2222.88048,0.9295,1
6N8Z_35w.pdb,-2221.49699,0.9288,1
6N8Z_36w.pdb,-2246.18932,0.9315,1
6N8Z_37w.pdb,-2305.12442,0.9267,1
6N8Z_38w.pdb,-2261.91118,0.9304,1
6N8Z_39w.pdb,-2220.98203,0.928,0
6N8Z_3w.pdb,-2307.91883,0.93,3
6N8Z_40w.pdb,-2047.58712,0.9325,6
6N8Z_41w.pdb,-2339.66008,0.9301,0
6N8Z_42w.pdb,-2216.14542,0.9287,1
6N8Z_43w.pdb,-2251.78624,0.9291,0
6N8Z_44w.pdb,-2294.5699,0.9285,0
6N8Z_45w.pdb,-2168.72087,0.9282,1
6N8Z_46w.pdb,-2284.03197,0.9287,0
6N8Z_47w.pdb,-2189.83329,0.9291,0
6N8Z_48w.pdb,-2368.57624,0.9291,0
6N8Z_49w.pdb,-2315.04756,0.9306,3
6N8Z_4w.pdb,-2370.09671,0.9282,0
6N8Z_50w.pdb,-2325.69568,0.9291,2
6N8Z_5w.pdb,-2268.32886,0.9282,0
6N8Z_6w.pdb,-2245.54905,0.93,2
6N8Z_7w.pdb,-2196.80324,0.9301,1
6N8Z_8w.pdb,-2194.14227,0.9295,0
6N8Z_9w.pdb,-2315.2263,0.9272,0
