structure,HADDOCK-score,correlation,atomic-clashes
5HNY_10w.pdb,-367.38277,0.9343,1
5HNY_11w.pdb,-379.73803,0.932,2
5HNY_12w.pdb,-385.26722,0.9319,0
5HNY_13w.pdb,-377.98094,0.934,1
5HNY_14w.pdb,-398.12943,0.9337,3
5HNY_15w.pdb,-377.42549,0.9336,0
5HNY_16w.pdb,-394.046703,0.9334,1
5HNY_17w.pdb,-409.417999,0.9341,2
5HNY_18w.pdb,-421.62417,0.934,1
5HNY_19w.pdb,-395.54676,0.9328,0
5HNY_1w.pdb,-373.402703,0.9323,3
5HNY_20w.pdb,-433.09565,0.9325,1
5HNY_21w.pdb,-373.265507,0.9402,3
5HNY_22w.pdb,-398.895658,0.9337,0
5HNY_23w.pdb,-372.08795,0.9333,0
5HNY_24w.pdb,-407.00619,0.9331,2
5HNY_25w.pdb,-404.00629,0.9333,2
5HNY_26w.pdb,-391.778618,0.9331,2
5HNY_27w.pdb,-353.548323,0.9327,0
5HNY_28w.pdb,-370.95036,0.9339,0
5HNY_29w.pdb,-341.56554,0.933,1
5HNY_2w.pdb,-375.220748,0.9339,1
5HNY_30w.pdb,-405.51133,0.9326,0
5HNY_31w.pdb,-422.0493,0.9336,2
5HNY_32w.pdb,-391.46032,0.9319,0
5HNY_33w.pdb,-385.609657,0.9352,1
5HNY_34w.pdb,-375.49933,0.9335,1
5HNY_35w.pdb,-422.90628,0.9318,0
5HNY_36w.pdb,-352.15869,0.9321,0
5HNY_37w.pdb,-378.980585,0.9334,2
5HNY_38w.pdb,-400.7395,0.9326,0
5HNY_39w.pdb,-411.50382,0.9343,2
5HNY_3w.pdb,-479.88672,0.9332,0
5HNY_40w.pdb,-372.878144,0.9402,3
5HNY_41w.pdb,-418.66606,0.9348,2
5HNY_42w.pdb,-402.98145,0.9323,0
5HNY_43w.pdb,-372.78338,0.9402,3
5HNY_44w.pdb,-411.26861,0.9328,0
5HNY_45w.pdb,-359.30795,0.9317,1
5HNY_46w.pdb,-368.66827,0.9329,3
5HNY_47w.pdb,-426.34006,0.9347,1
5HNY_48w.pdb,-388.5738,0.9327,1
5HNY_49w.pdb,-372.797881,0.9402,3
5HNY_4w.pdb,-386.688825,0.9322,0
5HNY_50w.pdb,-405.62375,0.933,1
5HNY_5w.pdb,-391.6014,0.9329,0
5HNY_6w.pdb,-359.71763,0.9326,1
5HNY_7w.pdb,-393.26066,0.9328,1
5HNY_8w.pdb,-423.535014,0.9347,1
5HNY_9w.pdb,-391.410713,0.9331,1
