structure,HADDOCK-score,correlation,atomic-clashes
6R7I_10w.pdb,-822.1583,0.8402,13
6R7I_11w.pdb,-787.0489,0.839,12
6R7I_12w.pdb,-801.0608,0.8386,13
6R7I_13w.pdb,-631.5958,0.8192,12
6R7I_14w.pdb,-564.6766,0.81,13
6R7I_15w.pdb,-767.5884,0.8326,13
6R7I_16w.pdb,-717.2587,0.8343,13
6R7I_17w.pdb,-796.9372,0.8366,13
6R7I_18w.pdb,-726.181,0.8367,13
6R7I_19w.pdb,-525.0057,0.8276,12
6R7I_1w.pdb,-758.6359,0.8347,12
6R7I_20w.pdb,-628.1362,0.816,13
6R7I_21w.pdb,-556.3843,0.8159,12
6R7I_22w.pdb,-700.0727,0.8342,13
6R7I_23w.pdb,-618.4121,0.8307,13
6R7I_24w.pdb,-2344.0278,0.8429,0
6R7I_25w.pdb,-605.6994,0.8285,12
6R7I_26w.pdb,-842.9891,0.8356,14
6R7I_27w.pdb,-487.9047,0.8071,14
6R7I_28w.pdb,-573.0221,0.8296,12
6R7I_29w.pdb,-655.5205,0.8277,12
6R7I_2w.pdb,-837.4756,0.8402,12
6R7I_30w.pdb,-677.5065,0.833,12
6R7I_31w.pdb,-714.8305,0.8318,12
6R7I_32w.pdb,-719.7708,0.8304,13
6R7I_33w.pdb,-718.4089,0.8349,12
6R7I_34w.pdb,-829.5606,0.8362,13
6R7I_35w.pdb,-622.749,0.8263,12
6R7I_36w.pdb,-784.1639,0.8312,13
6R7I_37w.pdb,-711.109,0.8347,12
6R7I_38w.pdb,-822.4909,0.8429,13
6R7I_39w.pdb,-639.1434,0.8157,14
6R7I_3w.pdb,-765.8336,0.833,12
6R7I_40w.pdb,-857.7164,0.8317,12
6R7I_41w.pdb,-808.1646,0.8343,13
6R7I_42w.pdb,-809.0658,0.8412,14
6R7I_43w.pdb,-750.8087,0.8356,13
6R7I_44w.pdb,-680.8996,0.8333,13
6R7I_45w.pdb,-575.702,0.8136,12
6R7I_46w.pdb,-765.7118,0.8349,13
6R7I_47w.pdb,-884.8625,0.8412,12
6R7I_48w.pdb,-688.4728,0.8335,14
6R7I_49w.pdb,-734.2503,0.8376,12
6R7I_4w.pdb,-755.8454,0.8288,12
6R7I_50w.pdb,-723.8705,0.8256,13
6R7I_5w.pdb,-711.4367,0.8341,12
6R7I_6w.pdb,-780.3976,0.8358,12
6R7I_7w.pdb,-651.711,0.8099,12
6R7I_8w.pdb,-774.9596,0.833,13
6R7I_9w.pdb,-616.1561,0.8255,12
