structure,HADDOCK-score,correlation,atomic-clashes
6N7G_10w.pdb,-971.723123,0.9116,0
6N7G_11w.pdb,-898.05384,0.9147,0
6N7G_12w.pdb,-880.505706,0.9143,0
6N7G_13w.pdb,-970.255634,0.9148,1
6N7G_14w.pdb,-860.859393,0.9117,0
6N7G_15w.pdb,-992.66072,0.9155,0
6N7G_16w.pdb,-957.456738,0.9127,0
6N7G_17w.pdb,-967.99234,0.9156,0
6N7G_18w.pdb,-936.511726,0.9133,0
6N7G_19w.pdb,-914.989837,0.9116,0
6N7G_1w.pdb,-969.953255,0.9134,0
6N7G_20w.pdb,-959.14423,0.915,0
6N7G_21w.pdb,-988.154238,0.9135,0
6N7G_22w.pdb,-898.7992,0.9131,0
6N7G_23w.pdb,-1028.284075,0.9128,1
6N7G_24w.pdb,-1009.766435,0.9147,0
6N7G_25w.pdb,-1007.924064,0.9153,0
6N7G_26w.pdb,-963.683841,0.9152,0
6N7G_27w.pdb,-878.3969,0.9131,0
6N7G_28w.pdb,-986.443,0.9147,0
6N7G_29w.pdb,-900.410521,0.9092,0
6N7G_2w.pdb,-975.274151,0.9148,0
6N7G_30w.pdb,-966.595727,0.9146,0
6N7G_31w.pdb,-990.102969,0.915,0
6N7G_32w.pdb,-971.61966,0.9131,0
6N7G_33w.pdb,-878.67937,0.9067,0
6N7G_34w.pdb,-1041.749703,0.9155,0
6N7G_35w.pdb,-969.97689,0.9109,0
6N7G_36w.pdb,-937.79809,0.9156,1
6N7G_37w.pdb,-989.4467,0.9147,0
6N7G_38w.pdb,-935.27329,0.9147,0
6N7G_39w.pdb,-964.45668,0.9136,0
6N7G_3w.pdb,-977.007149,0.9163,0
6N7G_40w.pdb,-941.432209,0.9145,0
6N7G_41w.pdb,-934.469253,0.9122,0
6N7G_42w.pdb,-868.627365,0.9115,0
6N7G_43w.pdb,-998.99906,0.9163,0
6N7G_44w.pdb,-829.76464,0.9122,0
6N7G_45w.pdb,-994.36057,0.9145,0
6N7G_46w.pdb,-908.82656,0.9138,0
6N7G_47w.pdb,-981.928138,0.9154,0
6N7G_48w.pdb,-885.041879,0.9125,0
6N7G_49w.pdb,-1050.496754,0.9165,0
6N7G_4w.pdb,-966.311845,0.9139,0
6N7G_50w.pdb,-986.498399,0.9144,0
6N7G_5w.pdb,-917.26378,0.914,0
6N7G_6w.pdb,-934.142055,0.9149,0
6N7G_7w.pdb,-943.176213,0.9149,0
6N7G_8w.pdb,-1014.37819,0.9168,0
6N7G_9w.pdb,-957.21516,0.9136,0
