structure,HADDOCK-score,correlation,atomic-clashes
6ENY_10w.pdb,2345.4631,0.6409,0
6ENY_11w.pdb,2161.4605,0.642,0
6ENY_12w.pdb,2432.1478,0.6445,0
6ENY_13w.pdb,27228.74784,0.1372,5
6ENY_14w.pdb,41238.3566,0.07354,12
6ENY_15w.pdb,2361.8868,0.6456,0
6ENY_16w.pdb,34182.54264,0.08402,4
6ENY_17w.pdb,1848.6749,0.641,0
6ENY_18w.pdb,2507.257,0.6433,0
6ENY_19w.pdb,1983.3677,0.6414,0
6ENY_1w.pdb,2005.3767,0.6449,0
6ENY_20w.pdb,1903.3455,0.6418,0
6ENY_21w.pdb,1819.3177,0.6429,0
6ENY_22w.pdb,2650.3354,0.6458,0
6ENY_23w.pdb,2332.3985,0.6452,0
6ENY_24w.pdb,26436.278106,0.125,9
6ENY_25w.pdb,2216.0418,0.6426,0
6ENY_26w.pdb,1806.4273,0.6413,0
6ENY_27w.pdb,2528.7618,0.6404,0
6ENY_28w.pdb,2183.1631,0.6403,0
6ENY_29w.pdb,2271.3642,0.6457,0
6ENY_2w.pdb,2113.9864,0.6437,0
6ENY_30w.pdb,1583.005,0.6467,0
6ENY_31w.pdb,2197.034,0.6406,0
6ENY_32w.pdb,2045.7538,0.641,0
6ENY_33w.pdb,1900.975,0.6463,0
6ENY_34w.pdb,2614.8097,0.646,0
6ENY_35w.pdb,1684.9373,0.6415,0
6ENY_36w.pdb,2007.817,0.6415,0
6ENY_37w.pdb,26756.0102,0.09745,7
6ENY_38w.pdb,30391.42464,0,9
6ENY_39w.pdb,2499.0095,0.6433,0
6ENY_3w.pdb,1994.4437,0.6402,0
6ENY_40w.pdb,1501.7948,0.6405,0
6ENY_41w.pdb,2131.8212,0.6414,0
6ENY_42w.pdb,2239.346,0.6411,0
6ENY_43w.pdb,2487.4314,0.6471,0
6ENY_44w.pdb,2386.5087,0.6454,0
6ENY_45w.pdb,1889.8116,0.6427,0
6ENY_46w.pdb,1898.2292,0.6415,0
6ENY_47w.pdb,2071.3627,0.6458,0
6ENY_48w.pdb,1515.9086,0.6407,0
6ENY_49w.pdb,2452.8521,0.6412,0
6ENY_4w.pdb,2338.3245,0.641,0
6ENY_50w.pdb,2197.5371,0.6469,0
6ENY_5w.pdb,1909.1099,0.6418,0
6ENY_6w.pdb,29475.12304,0,3
6ENY_7w.pdb,30275.77644,0,5
6ENY_8w.pdb,1830.376,0.6421,0
6ENY_9w.pdb,2412.7164,0.6424,0
